---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
那闻旧人哭	nawfjqrfkuek#序52000
那闻旧人哭	nawfjqrfkueq#序52000
在山泉水清	zlujqruvqytd#序52000
在山泉水清	zlujqruvqyud#序52000
出山泉水浊	iuujqruvvocd#序52000
出山泉水浊	iuujqruvvoud#序52000
侍婢卖珠回	uibimlvuhvrk#序52000
牵萝补茅屋	qmlobumkwudu#序52000
牵萝补茅屋	qmlobumkwunu#序52000
摘花不插发	vlhwbuiafafa#序52000
摘花不插发	vlhwbuiafaff#序52000
摘花不插发	vlhwbuiafafv#序52000
摘花不插发	vlhwbuiafafy#序52000
摘花不插发	vlhwbuiafata#序52000
摘花不插发	vlhwbuiafatf#序52000
摘花不插发	vlhwbuiafatv#序52000
摘花不插发	vlhwbuiafaty#序52000
采柏动盈掬	clbldsyyjumf#序52000
采柏动盈掬	clbldsyyjumt#序52000
采柏动盈掬	clbldsyyjuvf#序52000
采柏动盈掬	clbldsyyjuvt#序52000
天寒翠袖薄	tmhjcvxqbkac#序52000
天寒翠袖薄	tmhjcvxqbkhc#序52000
日暮倚修竹	rimuyixqvuop#序52000
日暮倚修竹	rimuyixqvuov#序52000
日暮倚修竹	rimuyixqvurp#序52000
日暮倚修竹	rimuyixqvurv#序52000
日暮倚修竹	rimuyixqvuap#序52000
日暮倚修竹	rimuyixqvuav#序52000
日暮倚修竹	rimuyixqvuup#序52000
日暮倚修竹	rimuyixqvuuv#序52000
死别已吞声	sibxyitpugdu#序52000
生别常恻恻	ugbxihcecenx#序52000
江南瘴疠地	jdnjvhlididt#序52000
逐客无消息	vukewuxcxizx#序52000
逐客无消息	vukewuxcxizz#序52000
故人入我梦	gurfruwomgwm#序52000
故人入我梦	gurfruwomgwx#序52000
明我常相忆	mywoihxdyiox#序52000
明我常相忆	mywoihxdyirx#序52000
君今在罗网	jpjnzllowhkk#序52000
何以有羽翼	heyiybyuyiry#序52000
恐非平生魂	ksfzpyughpxg#序52000
恐非平生魂	ksfzpyughpxy#序52000
路远不可测	luyrbukecezd#序52000
魂来枫林青	hpllfglnqygf#序52000
魂来枫林青	hpllfglnqygo#序52000
魂来枫林青	hpllfglnqygy#序52000
魂来枫林青	hpllfglnqyyf#序52000
魂来枫林青	hpllfglnqyyo#序52000
魂来枫林青	hpllfglnqyyy#序52000
魂返关塞黑	hpfjgrslhzga#序52000
魂返关塞黑	hpfjgrslhzgd#序52000
魂返关塞黑	hpfjgrslhzgh#序52000
魂返关塞黑	hpfjgrslhzgu#序52000
魂返关塞黑	hpfjgrslhzya#序52000
魂返关塞黑	hpfjgrslhzyd#序52000
魂返关塞黑	hpfjgrslhzyh#序52000
魂返关塞黑	hpfjgrslhzyu#序52000
落月满屋梁	loytmjwuldcm#序52000
犹疑照颜色	ybyivkyjseqd#序52000
水深波浪阔	uvufbolhkoum#序52000
水深波浪阔	uvufbolhkoam#序52000
无使蛟龙得	wuuijclsdear#序52000
无使蛟龙得	wuuijclsdeax#序52000
无使蛟龙得	wuuijclsdeer#序52000
无使蛟龙得	wuuijclsdeex#序52000
无使蛟龙得	wuuijclsdehr#序52000
无使蛟龙得	wuuijclsdehx#序52000
浮云终日行	fuypvsrixydr#序52000
浮云终日行	fuypvsrixydx#序52000
游子久不至	ybzijqbuvidt#序52000
游子久不至	ybzijqbuvidv#序52000
三夜频梦君	sjyepnmgjpak#序52000
三夜频梦君	sjyepnmgjphk#序52000
情亲见君意	qyqnjmjpyixl#序52000
情亲见君意	qyqnjmjpyixx#序52000
告归常局促	gkgvihjucukr#序52000
告归常局促	gkgvihjucunr#序52000
苦道来不易	kudkllbuyico#序52000
苦道来不易	kudkllbuyicr#序52000
江湖多风波	jdhudofgbodd#序52000
舟楫恐失坠	vbjiksuivvpt#序52000
出门搔白首	iumfskblubcq#序52000
出门搔白首	iumfskblubuq#序52000
若负平生志	rofupyugvicu#序52000
若负平生志	rofupyugvicx#序52000
冠盖满京华	grglmjjyhwbu#序52000
孰云网恢恢	uuypwhhvhvwx#序52000
孰云网恢恢	uuypwhhvhvxx#序52000
将老身反累	jdlkuffjlzds#序52000
将老身反累	jdlkuffjlzdt#序52000
将老身反累	jdlkuffjlzjs#序52000
将老身反累	jdlkuffjlzjt#序52000
将老身反累	jdlkuffjlzps#序52000
将老身反累	jdlkuffjlzpt#序52000
千秋万岁名	qmqqwjsvmypx#序52000
寂寞身后事	jimoufhbuiba#序52000
寂寞身后事	jimoufhbuibh#序52000
圣代无隐者	ugdlwuynvetl#序52000
圣代无隐者	ugdlwuynveto#序52000
圣代无隐者	ugdlwuynvetr#序52000
圣代无隐者	ugdlwuynveyl#序52000
圣代无隐者	ugdlwuynveyo#序52000
圣代无隐者	ugdlwuynveyr#序52000
英灵尽来归	yylyjnllgvca#序52000
英灵尽来归	yylyjnllgvcd#序52000
英灵尽来归	yylyjnllgvcu#序52000
遂令东山客	svlydsujkezb#序52000
不得顾采薇	budeguclwzac#序52000
不得顾采薇	budeguclwzhc#序52000
既至金门远	jivijnmfyrgz#序52000
孰云吾道非	uuypwudkfzwa#序52000
孰云吾道非	uuypwudkfzwh#序52000
孰云吾道非	uuypwudkfzws#序52000
孰云吾道非	uuypwudkfzxa#序52000
孰云吾道非	uuypwudkfzxh#序52000
孰云吾道非	uuypwudkfzxs#序52000
江淮度寒食	jdhyduhjuidp#序52000
江淮度寒食	jdhyduhjuidr#序52000
京洛缝春衣	jylofgipyidd#序52000
京洛缝春衣	jylofgipyiwd#序52000
置酒长安道	vijqvhandksz#序52000
同心与我违	tsxnyuwowzkz#序52000
行当浮桂棹	hhdhfugvvkrm#序52000
行当浮桂棹	hhdhfugvvkxm#序52000
未几拂荆扉	wzjifujyfzah#序52000
未几拂荆扉	wzjifujyfzeh#序52000
未几拂荆扉	wzjifujyfzhh#序52000
远树带行客	yruudlxykezb#序52000
孤城当落晖	guigdhlohvzo#序52000
孤城当落晖	guigdhlohvzr#序52000
吾谋适不用	wumbuibuyskk#序52000
吾谋适不用	wumbuibuyswk#序52000
勿谓知音稀	wuwzviynxibh#序52000
勿谓知音稀	wuwzviynxigh#序52000
下马饮君酒	xwmaynjpjqad#序52000
下马饮君酒	xwmaynjpjqhd#序52000
问君何所之	wfjphesovikd#序52000
问君何所之	wfjphesovimd#序52000
君言不得意	jpyjbudeyikl#序52000
君言不得意	jpyjbudeyikx#序52000
归卧南山陲	gvwonjujivae#序52000
归卧南山陲	gvwonjujivde#序52000
归卧南山陲	gvwonjujivue#序52000
但去莫复问	djqumofuwfrk#序52000
但去莫复问	djqumofuwfrm#序52000
白云无尽时	blypwujnuipo#序52000
白云无尽时	blypwujnuipr#序52000
言入黄花川	yjruhdhwirdp#序52000
言入黄花川	yjruhdhwirwp#序52000
每逐青溪水	mzvuqyxiuvpu#序52000
每逐青溪水	mzvuqyxiuvpa#序52000
每逐青溪水	mzvuqyxiuvru#序52000
每逐青溪水	mzvuqyxiuvra#序52000
随山将万转	svujjdwjvrei#序52000
趣途无百里	qutuwublliza#序52000
趣途无百里	qutuwubllizt#序52000
趣途无百里	qutuwubllizu#序52000
声喧乱石中	ugxrlruivsua#序52000
声喧乱石中	ugxrlruivsuk#序52000
声喧乱石中	ugxrlruivsuu#序52000
色静深松里	sejyufsslida#序52000
色静深松里	sejyufsslidt#序52000
色静深松里	sejyufsslidu#序52000
漾漾泛菱荇	yhyhfjlyxydc#序52000
澄澄映葭苇	igigyyjwwzdc#序52000
我心素已闲	woxnsuyixmpm#序52000
清川澹如此	qyirdjrucidv#序52000
请留盘石上	qylqpjuiuhya#序52000
请留盘石上	qylqpjuiuhyb#序52000
请留盘石上	qylqpjuiuhyu#序52000
垂钓将已矣	ivdcjdyiyips#序52000
斜光照墟落	xxgdvkxulodc#序52000
穷巷牛羊归	qsxdnqyhgvba#序52000
穷巷牛羊归	qsxdnqyhgvbd#序52000
穷巷牛羊归	qsxdnqyhgvbu#序52000
穷巷牛羊归	qsxdnqyhgvxa#序52000
穷巷牛羊归	qsxdnqyhgvxd#序52000
穷巷牛羊归	qsxdnqyhgvxu#序52000
野老念牧童	yelknmmutsll#序52000
野老念牧童	yelknmmutsyl#序52000
倚杖候荆扉	yivhhbjyfzrh#序52000
雉雊麦苗秀	vigbmlmcxquh#序52000
蚕眠桑叶稀	cjmmshyexiih#序52000
蚕眠桑叶稀	cjmmshyexith#序52000
田夫荷锄至	tmfuheiuviat#序52000
田夫荷锄至	tmfuheiuviav#序52000
田夫荷锄至	tmfuheiuviut#序52000
田夫荷锄至	tmfuheiuviuv#序52000
相见语依依	xdjmyuyiyimr#序52000
即此羡闲逸	jicixmxmyiez#序52000
即此羡闲逸	jicixmxmyigz#序52000
怅然吟式微	ihrjynuiwzxr#序52000
怅然吟式微	ihrjynuiwzxx#序52000
艳色天下重	yjsetmxwvsfp#序52000
西施宁久微	xiuinyjqwzar#序52000
西施宁久微	xiuinyjqwzax#序52000
西施宁久微	xiuinyjqwzhr#序52000
西施宁久微	xiuinyjqwzhx#序52000
朝为越溪女	ikwzytxinvoa#序52000
朝为越溪女	ikwzytxinvov#序52000
朝为越溪女	ikwzytxinvua#序52000
朝为越溪女	ikwzytxinvuv#序52000
朝为越溪女	ikwzytxinvya#序52000
朝为越溪女	ikwzytxinvyv#序52000
暮作吴宫妃	muzowugsfzcn#序52000
暮作吴宫妃	muzowugsfzon#序52000
暮作吴宫妃	muzowugsfzrn#序52000
贱日岂殊众	jmriqiuuvsbr#序52000
贵来方悟稀	gvllfhwuxibh#序52000
贵来方悟稀	gvllfhwuxivh#序52000
邀人傅粉粉	ykrffuffffzm#序52000
不自著罗衣	buzivuloyiad#序52000
不自著罗衣	buzivuloyihd#序52000
君宠益娇态	jpisyijctlkx#序52000
君怜无是非	jplmwuuifzka#序52000
君怜无是非	jplmwuuifzkh#序52000
君怜无是非	jplmwuuifzks#序52000
当时浣纱伴	dhuihruabjxr#序52000
莫得同车归	modetsiegvca#序52000
莫得同车归	modetsiegvcd#序52000
莫得同车归	modetsiegvcu#序52000
持谢邻家子	iixxlnjwzifa#序52000
持谢邻家子	iixxlnjwzifv#序52000
持谢邻家子	iixxlnjwzita#序52000
持谢邻家子	iixxlnjwzitv#序52000
效颦安可希	xcpnankexiwi#序52000
效颦安可希	xcpnankexiwj#序52000
北山白云里	bzujblypliaa#序52000
北山白云里	bzujblypliat#序52000
北山白云里	bzujblypliau#序52000
北山白云里	bzujblypliba#序52000
北山白云里	bzujblyplibt#序52000
北山白云里	bzujblyplibu#序52000
北山白云里	bzujblypliha#序52000
北山白云里	bzujblypliht#序52000
北山白云里	bzujblyplihu#序52000
隐者自怡悦	ynveziyiytex#序52000
相望始登高	xdwhuidggkmd#序52000
相望始登高	xdwhuidggkmw#序52000
心随雁飞灭	xnsvyjfzmxda#序52000
心随雁飞灭	xnsvyjfzmxdh#序52000
愁因薄暮起	ibynbomuqixz#序52000
兴是清秋发	xyuiqyqqfaba#序52000
兴是清秋发	xyuiqyqqfabf#序52000
兴是清秋发	xyuiqyqqfabv#序52000
兴是清秋发	xyuiqyqqfaby#序52000
兴是清秋发	xyuiqyqqfada#序52000
兴是清秋发	xyuiqyqqfadf#序52000
兴是清秋发	xyuiqyqqfadv#序52000
兴是清秋发	xyuiqyqqfady#序52000
时见归村人	uijmgvcprfop#序52000
时见归村人	uijmgvcprfrp#序52000
沙行渡头歇	uaxydutbxxdq#序52000
天边树若荠	tmbmuurojiac#序52000
天边树若荠	tmbmuurojihc#序52000
江畔洲如月	jdpjvbruytdo#序52000
江畔洲如月	jdpjvbruytdy#序52000
江畔洲如月	jdpjvbruytdp#序52000
何当载酒来	hedhzljqllra#序52000
何当载酒来	hedhzljqllrh#序52000
何当载酒来	hedhzljqllrw#序52000
共醉重阳节	gszvisyhjxbc#序52000
共醉重阳节	gszvisyhjxcc#序52000
山光忽西落	ujgdhuxiloac#序52000
山光忽西落	ujgdhuxilouc#序52000
池月渐东上	iiytjmdsuhda#序52000
池月渐东上	iiytjmdsuhdb#序52000
池月渐东上	iiytjmdsuhdu#序52000
散发乘夕凉	sjfaigxildwd#序52000
开轩卧闲敞	klxrwoxmihaw#序52000
开轩卧闲敞	klxrwoxmihhw#序52000
荷风送香气	hefgssxdqicp#序52000
荷风送香气	hefgssxdqicr#序52000
竹露滴清响	vuludiqyxdpk#序52000
竹露滴清响	vuludiqyxdvk#序52000
欲取鸣琴弹	yuqumyqndjgg#序52000
欲取鸣琴弹	yuqumyqndjqg#序52000
恨无知音赏	hfwuviynuhxb#序52000
恨无知音赏	hfwuviynuhxd#序52000
恨无知音赏	hfwuviynuhxx#序52000
感此怀故人	gjcihygurfxp#序52000
中宵劳梦想	vsxclkmgxdax#序52000
中宵劳梦想	vsxclkmgxdkx#序52000
中宵劳梦想	vsxclkmgxdux#序52000
夕阳度西岭	xiyhduxilypu#序52000
群壑倏已暝	qpheuuyimyyo#序52000
群壑倏已暝	qpheuuyimyyr#序52000
松月生夜凉	ssytugyeldmd#序52000
风泉满清听	fgqrmjqytyjk#序52000
樵人归尽欲	qcrfgvjnyumg#序52000
樵人归尽欲	qcrfgvjnyumq#序52000
烟鸟栖初定	yjncqiiudyhb#序52000
之子期宿来	viziqisullda#序52000
之子期宿来	viziqisulldh#序52000
之子期宿来	viziqisulldw#序52000
孤琴候萝径	guqnhblojyzr#序52000
孤琴候萝径	guqnhblojyzx#序52000
高卧南斋时	gkwonjvluido#序52000
高卧南斋时	gkwonjvluidr#序52000
高卧南斋时	gkwonjvluiwo#序52000
高卧南斋时	gkwonjvluiwr#序52000
开帷月初吐	klwzytiutuak#序52000
开帷月初吐	klwzytiutuhk#序52000
清辉淡水木	qyhvdjuvmuda#序52000
清辉淡水木	qyhvdjuvmudh#序52000
演漾在窗户	yjyhzlidhudd#序52000
苒苒几盈虚	rjrjjiyyxuch#序52000
澄澄变今古	igigbmjngudu#序52000
美人清江畔	mzrfqyjdpjdt#序52000
美人清江畔	mzrfqyjdpjyt#序52000
是夜越吟苦	uiyeytynkuoc#序52000
是夜越吟苦	uiyeytynkurc#序52000
千里其如何	qmliqiruhepr#序52000
微风吹兰杜	wzfgivljdurm#序52000
微风吹兰杜	wzfgivljduxm#序52000
绝顶一茅茨	jtdyyimkcisc#序52000
