---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
绝代有佳人	jtddybjwrfsp#序52000
幽居在空谷	ybjuzdksgueb#序52000
自云良家女	ziyylxjwnvpv#序52000
零落依草木	lkloyiccmuyu#序52000
零落依草木	lkloyiccmuya#序52000
关中昔丧乱	grvsxishlrbq#序52000
兄弟遭杀戮	xsdizcualukx#序52000
官高何足论	grgchezulyby#序52000
不得收骨肉	budeubgurban#序52000
世情恶衰歇	uiqkeeukxpao#序52000
万事随转烛	wjuisvvrvuah#序52000
夫婿轻薄儿	fuxuqkboerap#序52000
新人美如玉	xlrfmzruyulw#序52000
合昏尚知时	hehyuhviuiro#序52000
鸳鸯不独宿	yryhbudusuxb#序52000
但见新人笑	djjmxlrfxnrv#序52000
那闻旧人哭	nawfjqrfkuvk#序52000
在山泉水清	zdujqruvqkud#序52000
出山泉水浊	iuujqruvvovd#序52000
侍婢卖珠回	uibimdvuhvrk#序52000
牵萝补茅屋	qmlobumcwudu#序52000
摘花不插发	vdhwbuiafafv#序52000
采柏动盈掬	cdbddsykjupf#序52000
天寒翠袖薄	tmhjcvxqbcac#序52000
日暮倚修竹	rimuyixqvukp#序52000
死别已吞声	sibpyityugdu#序52000
生别常恻恻	ugbpihcecepx#序52000
江南瘴疠地	jxnjvhlididt#序52000
逐客无消息	vukewuxnxizz#序52000
故人入我梦	gurfruwomgum#序52000
明我常相忆	mkwoihxxyiox#序52000
君今在罗网	jyjlzdlowhyk#序52000
何以有羽翼	heyiybyuyirx#序52000
恐非平生魂	ksfzpkughyge#序52000
路远不可测	luyrbukecezd#序52000
魂来枫林青	hyldfgllqkef#序52000
魂返关塞黑	hyfjgrsdhzel#序52000
落月满屋梁	loytmjwulxcd#序52000
犹疑照颜色	ybyivcyjseqd#序52000
水深波浪阔	uvufbolhkolm#序52000
无使蛟龙得	wuuijnlsdeai#序52000
浮云终日行	fuyyvsrixkdi#序52000
游子久不至	ybzijqbuvida#序52000
三夜频梦君	sjyeplmgjyay#序52000
情亲见君意	qkqljmjyyixl#序52000
告归常局促	gcgvihjucunr#序52000
苦道来不易	kudcldbuyico#序52000
江湖多风波	jxhudofgbodd#序52000
舟楫恐失坠	vbjiksuivvpe#序52000
出门搔白首	iumfscbdubvb#序52000
若负平生志	rofupkugvicu#序52000
冠盖满京华	grgdmjjkhwbr#序52000
孰云网恢恢	uuyywhhvhvwx#序52000
将老身反累	jxlcuffjlzdt#序52000
千秋万岁名	qmqqwjsvmkpx#序52000
寂寞身后事	jimoufhbuiba#序52000
圣代无隐者	ugddwuylveyl#序52000
英灵尽来归	yklkjlldgvcl#序52000
遂令东山客	svlkdsujkezb#序52000
不得顾采薇	budegucdwzac#序52000
既至金门远	jivijlmfyrgz#序52000
孰云吾道非	uuyywudcfzwl#序52000
江淮度寒食	jxhkduhjuidr#序52000
京洛缝春衣	jklofgiyyiww#序52000
置酒长安道	vijqvhandcsz#序52000
同心与我违	tsxlyuwowzkz#序52000
行当浮桂棹	hhdhfugvvcim#序52000
未几拂荆扉	wzjifujkfzah#序52000
远树带行客	yruuddxkkezb#序52000
孤城当落晖	guigdhlohvzo#序52000
吾谋适不用	wumbuibuyswk#序52000
勿谓知音稀	wuwzviylxibh#序52000
下马饮君酒	xwmayljyjqad#序52000
问君何所之	wfjyhesovimd#序52000
君言不得意	jyyjbudeyiyl#序52000
归卧南山陲	gvwonjujivle#序52000
但去莫复问	djqumofuwfrm#序52000
白云无尽时	bdyywujluipo#序52000
言入黄花川	yjruhxhwirwp#序52000
每逐青溪水	mzvuqkxiuvpl#序52000
随山将万转	svujjxwjvrei#序52000
趣途无百里	qutuwubdlitl#序52000
声喧乱石中	ugxrlruivsul#序52000
色静深松里	sejkufsslidl#序52000
漾漾泛菱荇	yhyhfjlkxkdc#序52000
澄澄映葭苇	igigykjwwzdc#序52000
我心素已闲	woxlsuyixmpm#序52000
清川澹如此	qkirdjrucidv#序52000
请留盘石上	qklqpjuiuhyl#序52000
垂钓将已矣	ivdnjxyiyips#序52000
斜光照墟落	xpgxvcxulorc#序52000
穷巷牛羊归	qsxxnqyhgvbl#序52000
野老念牧童	yelcnmmutsll#序52000
倚杖候荆扉	yivhhbjkfzrh#序52000
雉雊麦苗秀	vigbmdmnxquh#序52000
蚕眠桑叶稀	cjmmshyexith#序52000
田夫荷锄至	tmfuheiuvika#序52000
相见语依依	xxjmyuyiyimr#序52000
即此羡闲逸	jicixmxmyigz#序52000
怅然吟式微	ihrjyluiwzxi#序52000
艳色天下重	yjsetmxwvsfp#序52000
西施宁久微	xiuinkjqwzai#序52000
朝为越溪女	icwzytxinvuv#序52000
暮作吴宫妃	muzowugsfzcn#序52000
贱日岂殊众	jmriqiuuvskr#序52000
贵来方悟稀	gvldfhwuxivh#序52000
邀人傅粉粉	ycrffuffffzm#序52000
不自著罗衣	buzivuloyiaw#序52000
君宠益娇态	jyisyijntdyt#序52000
君怜无是非	jylmwuuifzyl#序52000
当时浣纱伴	dhuihruabjxr#序52000
莫得同车归	modetsiegvcl#序52000
持谢邻家子	iixplljwzifv#序52000
效颦安可希	xnplankexiwx#序52000
北山白云里	bzujbdyylill#序52000
隐者自怡悦	ylveziyiytex#序52000
相望始登高	xxwhuidggcmw#序52000
心随雁飞灭	xlsvyjfzmpda#序52000
愁因薄暮起	ibylbomuqiht#序52000
兴是清秋发	xkuiqkqqfaxv#序52000
时见归村人	uijmgvcyrfop#序52000
沙行渡头歇	uaxkdutbxpdo#序52000
天边树若荠	tmbmuurojiac#序52000
江畔洲如月	jxpjvbruytdk#序52000
何当载酒来	hedhzdjqldra#序52000
共醉重阳节	gszvisyhjpcc#序52000
山光忽西落	ujgxhuxilolc#序52000
池月渐东上	iiytjmdsuhdl#序52000
散发乘夕凉	sjfaigxilxcd#序52000
开轩卧闲敞	kdxrwoxmihax#序52000
荷风送香气	hefgssxxqicp#序52000
竹露滴清响	vuludiqkxxpk#序52000
欲取鸣琴弹	yuqumkqldjbg#序52000
恨无知音赏	hfwuviyluhxx#序52000
感此怀故人	gjcihkgurfwp#序52000
感此怀故人	gjcihkgurfxp#序52000
中宵劳梦想	vsxnlcmgxxlm#序52000
夕阳度西岭	xiyhduxilkpe#序52000
群壑倏已暝	qyheuuyimkyo#序52000
松月生夜凉	ssytugyelxmd#序52000
风泉满清听	fgqrmjqktkjk#序52000
樵人归尽欲	qnrfgvjlyumb#序52000
烟鸟栖初定	yjnnqiiudkhb#序52000
之子期宿来	viziqisuldda#序52000
孤琴候萝径	guqlhblojkzi#序52000
高卧南斋时	gcwonjvduiwo#序52000
开帷月初吐	kdwzytiutuak#序52000
清辉淡水木	qkhvdjuvmudu#序52000
清辉淡水木	qkhvdjuvmuda#序52000
演漾在窗户	yjyhzdixhudd#序52000
苒苒几盈虚	rjrjjiykxuch#序52000
澄澄变今古	igigbmjlgudu#序52000
美人清江畔	mzrfqkjxpjyt#序52000
是夜越吟苦	uiyeytylkuoc#序52000
千里其如何	qmliqiruhepr#序52000
微风吹兰杜	wzfgivljduim#序52000
绝顶一茅茨	jtdkyimccisc#序52000
直上三十里	viuhsjuiliul#序52000
叩关无僮仆	kbgrwutspukr#序52000
窥室惟案几	kvuiwzanjibp#序52000
若非巾柴车	rofzjlidieca#序52000
应是钓秋水	ykuidnqquvgl#序52000
差池不相见	iaiibuxxjmyk#序52000
黾勉空仰止	mlmmksyhvikl#序52000
草色新雨中	ccsexlyuvscl#序52000
松声晚窗里	ssugwjixliml#序52000
及兹契幽绝	jiziqiybjtps#序52000
自足荡心耳	zizudhxlerpa#序52000
虽无宾主意	svwublvuyikl#序52000
颇得清净理	podeqkjklivw#序52000
兴尽方下山	xkjlfhxwujxl#序52000
何必待之子	hebiddvizirv#序52000
春泛若耶溪	iyfjroyexifd#序52000
幽意无断绝	ybyiwudrjtes#序52000
此去随所偶	ciqusvsoouvr#序52000
晚风吹行舟	wjfgivxkvbop#序52000
花路入溪口	hwluruxikbcl#序52000
际夜转西壑	jiyevrxiheel#序52000
隔山望南斗	geujwhnjdbed#序52000
潭烟飞溶溶	tjyjfzrsrsdd#序52000
林月低向后	llytdixxhbmp#序52000
生事且弥漫	uguiqpmimjpd#序52000
愿为持竿叟	yrwziigjsbip#序52000
清溪深不测	qkxiufbucedd#序52000
隐处惟孤云	yliuwzguyyee#序52000
松际露微月	ssjiluwzytmk#序52000
清光犹为君	qkgxybwzjydy#序52000
茅亭宿花影	mctksuhwykco#序52000
药院滋苔纹	ycyrzitdwfcs#序52000
余亦谢时去	yuyixpuiqurt#序52000
西山鸾鹤群	xiujlrheqyay#序52000
塔势如涌出	tauiruysiutv#序52000
孤高耸天宫	gugcsstmgszb#序52000
登临出世界	dglliuuijpvt#序52000
蹬道盘虚空	dgdcpjxukszb#序52000
突兀压神州	tuwuyaufvbbd#序52000
峥嵘如鬼工	vgrsrugvgsea#序52000
四角碍白日	sijnaibdrikk#序52000
七层摩苍穹	qicgmochqsab#序52000
下窥指高鸟	xwkvvigcnnap#序52000
下窥指高鸟	xwkvvigcnnaw#序52000
俯听闻惊风	futkwfjkfgrj#序52000
连山若波涛	lmujrobotczd#序52000
奔凑如朝东	bfcbruicdsda#序52000
青槐夹驰道	qkhkjwiidcfz#序52000
宫馆何玲珑	gsgrhelklsbw#序52000
秋色从西来	qqsecsxildha#序52000
苍然满关中	chrjmjgrvscl#序52000
五陵北原上	wulkbzyruhal#序52000
万古青蒙蒙	wjguqkmgmgac#序52000
净理了可悟	jklilekewudx#序52000
胜因夙所宗	ugylsusozsob#序52000
誓将挂冠去	uijxgwgrquft#序52000
觉道资无穷	jtdcziwuqsxb#序52000
贼退示官吏	zztvuigrlika#序52000
兵卫森画戟	bkwzsfhwjiqu#序52000
燕寝凝清香	yjqlnkqkxxnh#序52000
海上风雨至	hduhfgyuvida#序52000
逍遥池阁凉	xnyciigelxzd#序52000
烦疴近消散	fjkejlxnsjhc#序52000
嘉宾复满堂	jwblfumjthux#序52000
自惭居处崇	zicjjuiuispe#序52000
未睹斯民康	wzdusimlkhag#序52000
理会是非遣	lihvuifzqmwz#序52000
性达形迹忘	xkdaxkjiwhxw#序52000
鲜肥属时禁	xmfzuuuijlam#序52000
蔬果幸见尝	uugoxkjmihcx#序52000
俯饮一杯酒	fuylyibzjqrd#序52000
仰聆金玉章	yhlkjlyuvhrl#序52000
神欢体自轻	ufhrtiziqkpi#序52000
意欲凌风翔	yiyulkfgxxly#序52000
吴中盛文史	wuvsugwfuikl#序52000
群彦今汪洋	qyyjjlwhyhyd#序52000
方知大藩地	fhvidafjdidt#序52000
岂曰财赋强	qiytcdfuqxeg#序52000
凄凄去亲爱	qiqiquqlaidp#序52000
泛泛入烟雾	fjfjruyjwudy#序52000
归棹洛阳人	gvvcloyhrflp#序52000
残钟广陵树	cjvsgxlkuudm#序52000
今朝为此别	jlvcwzcibprk#序52000
何处还相遇	heiuhdxxyurz#序52000
世事波上舟	uiuibouhvbap#序52000
沿洄安得住	yjhvandevudr#序52000
今朝郡斋冷	jlvcjyvdlgrd#序52000
忽念山中客	hunmujvskewb#序52000
涧底束荆薪	jmdiuujkxldc#序52000
归来煮白石	gvldvubduila#序52000
欲恃一瓢酒	yuuiyipnjqbd#序52000
远慰风雨夕	yrwzfgyuxizp#序52000
落叶满空山	loyemjksujcl#序52000
何处寻行迹	heiuxyxkjirz#序52000
长安遇冯著	ihanyufgvupc#序52000
客从东方来	kecsdsfhldba#序52000
衣上灞陵雨	yiuhbalkyuwa#序52000
问客何为来	wfkehewzldma#序52000
采山因买斧	cdujylmdfupb#序52000
冥冥花正开	mkmkhwvgkdba#序52000
扬扬燕新乳	yhyhyjxlrufp#序52000
昨别今已春	zobpjlyiiyof#序52000
鬓丝生几缕	blsiugjilvas#序52000
夕次盱眙县	xicixuyixmpq#序52000
落帆逗淮镇	lofjdbhkvfcj#序52000
停舫临孤驿	tkfhllguyirm#序52000
浩浩风起波	hchcfgqibodd#序52000
冥冥日沉夕	mkmkriifxibp#序52000
人归山郭暗	rfgvujgoanpo#序52000
雁下芦洲白	yjxwluvbbdip#序52000
独夜忆秦关	duyeyiqlgrqb#序52000
听钟未眠客	tkvswzmmkekb#序52000
吏舍跼终年	liuejuvsnmap#序52000
出郊旷清曙	iujnkxqkuuvo#序52000
杨柳散和风	yhlqsjhefgmj#序52000
青山澹吾虑	qkujdjwulvfh#序52000
依丛适自憩	yicsuiziqirq#序52000
缘涧还复去	yrjmhdfuqust#序52000
微雨霭芳原	wzyuaifhyrii#序52000
春鸠鸣何处	iyjqmkheiufw#序52000
乐幽心屡止	leybxllvvipl#序52000
遵事迹犹遽	zyuijiybjuzz#序52000
终罢斯结庐	vsbasijplusg#序52000
慕陶真可庶	mutcvfkeuucg#序52000
永日方戚戚	ysrifhqiqidw#序52000
永日方戚戚	ysrifhqiqida#序52000
出行复悠悠	iuxkfuybybvr#序52000
女子今有行	nvzijlybxkvi#序52000
大江溯轻舟	dajxsuqkvbup#序52000
尔辈苦无恃	erbzkuwuuidx#序52000
抚念益慈柔	funmyicirbfs#序52000
幼为长所育	ybwzvhsoyuyw#序52000
两别泣不休	lxbpqibuxqar#序52000
对此结中肠	dvcijpvsihyo#序52000
义往难复留	yiwhnjfulqdp#序52000
自小阙内训	zixnqtnzxypy#序52000
事姑贻我忧	uiguyiwoybax#序52000
赖兹托令门	ldzitolkmfud#序52000
任恤庶无尤	rfxuuuwuybru#序52000
任恤庶无尤	rfxuuuwuybry#序52000
贫俭诚所尚	pljmigsouhbx#序52000
资从岂待周	zicsqiddvbdk#序52000
孝恭遵妇道	xngszyfudclz#序52000
容止顺其猷	rsviuyqiybbb#序52000
别离在今晨	bplizdjlifko#序52000
见尔当何秋	jmerdhheqqkh#序52000
居闲始自遣	juxmuiziqmuz#序52000
临感忽难收	llgjhunjublv#序52000
归来视幼女	gvlduiybnvlv#序52000
零泪缘缨流	lklzyryklqyd#序52000
汲井漱寒齿	jijkuuhjiidv#序52000
清心拂尘服	qkxlfuiffudo#序52000
闲持贝叶书	xmiibzyeuumv#序52000
步出东斋读	buiudsvdduvy#序52000
真源了无取	vfyrlnwuquue#序52000
妄迹世所逐	whjiuisovuwz#序52000
遗言冀可冥	yiyjjikemkzb#序52000
缮性何由熟	ujxkheybuusw#序52000
道人庭宇静	dcrftkyujkzf#序52000
苔色连深竹	tdselmufvucp#序52000
日出雾露余	riiuwuluyukr#序52000
青松如膏沐	qkssrugcmufd#序52000
澹然离言说	djrjliyjuody#序52000
悟悦心自足	wuytxlzizuxk#序52000
久为簪组累	jqwzzjzulzpt#序52000
幸此南夷谪	xkcinjyivety#序52000
闲依农圃邻	xmyinspullmr#序52000
偶似山林客	ouuiujllkerb#序52000
晓耕翻露草	xnggfjluccoc#序52000
夜榜响溪石	yebhxxxiuiwa#序52000
来往不逢人	ldwhbufgrfap#序52000
长歌楚天碧	vhgeiutmbipw#序52000
蝉鸣空桑林	ijmkksshllim#序52000
八月萧关道	baytxngrdcpz#序52000
出塞复入塞	iusdfurusdvb#序52000
处处黄芦草	iuiuhxluccwc#序52000
从来幽并客	csldybbkkerb#序52000
皆向沙场老	jpxxuaihlcbl#序52000
莫学游侠儿	moxtybxwercp#序52000
矜夸紫骝好	jlkwzilqhcsn#序52000
饮马渡秋水	ylmaduqquvul#序52000
水寒风似刀	uvhjfguidclv#序52000
平沙日未没	pkuariwzmzad#序52000
黯黯见临洮	ananjmlltchd#序52000
昔日长城战	xiriihigvjcl#序52000
咸言意气高	xmyjyiqigcww#序52000
咸言意气高	xmyjyiqigcaw#序52000
咸言意气高	xmyjyiqigcxw#序52000
黄尘足今古	hxifzujlgucu#序52000
白骨乱蓬蒿	bdgulrpghcpc#序52000
明月出天山	mkytiutmujol#序52000
苍茫云海间	chmhyyhdjmcm#序52000
长风几万里	vhfgjiwjlipl#序52000
吹度玉门关	ivduyumfgrkb#序52000
汉下白登道	hjxwbddgdcdz#序52000
胡窥青海湾	hukvqkhdwjud#序52000
由来征战地	ybldvgvjdilt#序52000
不见有人还	bujmybrfhdaz#序52000
戍客望边色	uukewhbmsewd#序52000
戍客望边色	uukewhbmsead#序52000
思归多苦颜	sigvdokuyjti#序52000
高楼当此夜	gclbdhciyeww#序52000
叹息未应闲	tjxiwzykxmkm#序52000
长安一片月	ihanyipmytpk#序52000
万户捣衣声	wjhudcyiugau#序52000
秋风吹不尽	qqfgivbujlhi#序52000
总是玉关情	zsuiyugrqkbx#序52000
何日平胡虏	heripkhulurh#序52000
良人罢远征	lxrfbayrvgdi#序52000
妾发初覆额	qpfaiufueelb#序52000
折花门前剧	vehwmfqmjufu#序52000
郎骑竹马来	lhqivumaldda#序52000
绕床弄青梅	rcixnsqkmzsm#序52000
同居长干里	tsjuvhgjlikl#序52000
两小无嫌猜	lxxnwuxmcdaq#序52000
十四为君妇	uisiwzjyfuan#序52000
羞颜未尝开	xqyjwzihkdya#序52000
低头向暗壁	ditbxxanbiru#序52000
千唤不一回	qmhrbuyihvpk#序52000
十五始展眉	uiwuuivjmzav#序52000
愿同尘与灰	yrtsifyuhviu#序52000
常存抱柱信	ihcybcvuxlxr#序52000
岂上望夫台	qiuhwhfutdes#序52000
十六君远行	uilqjyyrxkai#序52000
瞿塘滟预堆	quthyjyudvot#序52000
五月不可触	wuytbukeiuad#序52000
猿声天上哀	yrugtmuhaiqw#序52000
门前迟行迹	mfqmiixkjidz#序52000
一一生绿苔	yiyiuglvtdac#序52000
苔深不能扫	tdufbungsccf#序52000
落叶秋风早	loyeqqfgzcco#序52000
八月蝴蝶黄	baythudphxpc#序52000
双飞西园草	uxfzxiyrccyc#序52000
感此伤妾心	gjciuhqpxlwd#序52000
感此伤妾心	gjciuhqpxlxd#序52000
坐愁红颜老	zoibhsyjlcrl#序52000
早晚下三巴	zcwjxwsjbaos#序52000
早晚下三巴	zcwjxwsjbaov#序52000
预将书报家	yujxuubcjwsb#序52000
相迎不道远	xxykbudcyrmz#序52000
直至长风沙	vivivhfguaud#序52000
梧桐相待老	wutsxxddlcml#序52000
鸳鸯会双死	yryhhvuxsixd#序52000
贞妇贵殉夫	vffugvxyfula#序52000
舍生亦如此	ueugyirucirv#序52000
波澜誓不起	boljuibuqidt#序52000
妾心井中水	qpxljkvsuvll#序52000
游子身上衣	ybziufuhyidw#序52000
报得三春晖	bcdesjiyhvfo#序52000
登幽州台歌	dgybvbtdgeva#序52000
男儿事长征	njeruiihvgti#序52000
少小幽燕客	ucxnybyjkexb#序52000
赌胜马蹄下	duugmatixwka#序52000
由来轻七尺	ybldqkqiiilu#序52000
杀人莫敢前	uarfmogjqmxb#序52000
须如猬毛磔	xuruwzmcvepu#序52000
川为静其波	irwzjkqibopd#序52000
鸟亦罢其鸣	nnyibaqimkpk#序52000
鸟亦罢其鸣	nnyibaqimkwk#序52000
我本楚狂人	wobfiukxrfpp#序52000
凤歌笑孔丘	fggexnksqqjp#序52000
手持绿玉杖	ubiilvyuvhpm#序52000
朝别黄鹤楼	icbphxhelbum#序52000
好为庐山谣	hcwzluujycny#序52000
兴因庐山发	xkylluujfaxv#序52000
海客谈瀛洲	hdketjykvbdd#序52000
越人语天姥	ytrfyutmlctn#序52000
湖月照我影	huytvcwoykdo#序52000
送我至剡溪	sswoviujxizd#序52000
脚著谢公屐	jnvuxpgsjiou#序52000
身登青云梯	ufdgqkyytipm#序52000
半壁见海日	bjbijmhdridk#序52000
空中闻天鸡	ksvswftmjiby#序52000
洛阳女儿行	loyhnverxkdi#序52000
蚕丛及鱼凫	cjcsjiyufutp#序52000
开国何茫然	kdgohemhrjap#序52000
青泥何盘盘	qknihepjpjfv#序52000
其险也若此	qixmyerociqv#序52000
胡为呼来哉	huwzhuldzduu#序52000
所守或匪亲	soubhofzqlpl#序52000
化为狼与豺	hwwzlhyuidrv#序52000
锦城虽云乐	jligsvyylejp#序52000
不如早还家	buruzchdjwab#序52000
昔日横波目	xirihgbomuck#序52000
今作流泪泉	jlzolqlzqrrb#序52000
不信妾断肠	buxlqpdrihao#序52000
与君歌一曲	yujygeyiqual#序52000
长者虽有问	vhvesvybwfpm#序52000
役夫敢申恨	yifugjufhfix#序52000
且如今年冬	qprujlnmdslw#序52000
未休关西卒	wzxqgrxizuaw#序52000
县官急索租	xmgrjisozuqh#序52000
租税从何出	zuuvcsheiuhv#序52000
信知生男恶	xlviugnjeery#序52000
反是生女好	fjuiugnvhcpn#序52000
头上何所有	tbuhhesoybdu#序52000
背后何所见	bzhbhesojmlk#序52000
夫子何为者	fuzihewzveal#序52000
栖栖一代中	xixiyiddvsml#序52000
地犹鄹氏邑	diybzbuiyitk#序52000
宅即鲁王宫	vdjiluwhgsbb#序52000
叹凤嗟身否	tjfgjpuffbkb#序52000
伤麟怨道穷	uhllyrdcqsrb#序52000
今看两楹奠	jlkjlxykdmrb#序52000
当与梦时同	dhyumguitsxk#序52000
情人怨遥夜	qkrfyrycyexw#序52000
竟夕起相思	jkxiqixxsilt#序52000
灭烛怜光满	mpvulmgxmjad#序52000
披衣觉露滋	piyijtluzifd#序52000
不堪盈手赠	bukjykubzgak#序52000
还寝梦佳期	hdqlmgjwqizq#序52000
城阙辅三秦	igqtfusjqltf#序52000
风烟望五津	fgyjwhwujljd#序52000
与君离别意	yujylibpyial#序52000
同是宦游人	tsuihrybrfkp#序52000
无为在岐路	wuwzzdqiluaz#序52000
儿女共沾巾	ernvgsvjjlpl#序52000
西陆蝉声唱	xiluijugihak#序52000
南冠客思深	njgrkesiufud#序52000
不堪玄鬓影	bukjxrblykao#序52000
来对白头吟	lddvbdtbylak#序52000
露重飞难进	luvsfznjjlyz#序52000
风多响易沉	fgdoxxyiifjd#序52000
无人信高洁	wurfxlgcjpad#序52000
谁为表予心	uvwzbnyuxlyd#序52000
独有宦游人	duybhrybrfqp#序52000
偏惊物候新	pmjkwuhbxlrl#序52000
云霞出海曙	yyxwiuhduueo#序52000
梅柳渡江春	mzlqdujxiymf#序52000
淑气催黄鸟	uuqicvhxnndp#序52000
